NUM_BO,ANO_BO,ID_DELEGACIA,NOME_DEPARTAMENTO,NOME_SECCIONAL,DELEGACIA,NOME_DEPARTAMENTO_CIRC,NOME_SECCIONAL_CIRC,NOME_DELEGACIA_CIRC,ANO,MES,FLAG_STATUS,RUBRICA,DESDOBRAMENTO,CONDUTA,LATITUDE,LONGITUDE,CIDADE,LOGRADOURO,NUMERO_LOGRADOURO,FLAG_STATUS,
837907,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.3OESTE,34D.P.MORUMBI,2016,7,C,Furto(art.155),NULL,VEICULO,-23.58687746,-46.73705905,S.PAULO,AVENIDAMINISTROLAUDOFERREIRADECAMAR,388,C,
960049,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.3OESTE,34D.P.MORUMBI,2016,7,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.57431888,-46.6997133,S.PAULO,AVENIDAMARGINALDORIOPINHEIROS,0,C,
1326039,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.2SUL,95D.P.HELIPOLIS,2016,10,C,Furto(art.155),NULL,VEICULO,-23.61092432,-46.60363075,S.PAULO,R.AMRICOSAMARONE,804,C,
2382,2016,30107,DEMACRO,DEL.SEC.SANTOANDR,06D.P.SANTOANDR,DEMACRO,DEL.SEC.SANTOANDR,06D.P.SANTOANDR,2016,7,C,Furto(art.155),Meioempregadoparadestruioourompimentodeobstculosubtraodacoisa,RESIDENCIA,-23.70981339,-46.5004588,S.ANDRE,RUACISTERCENSE,121,C,
4894,2016,30124,DEMACRO,DEL.SEC.SANTOANDR,01D.P.MAUA,DEMACRO,DEL.SEC.SANTOANDR,02D.P.MAUA,2016,7,C,Furto(art.155),NULL,VEICULO,-23.6739094,-46.45219498,MAUA,RUASANTACLARA,88,C,
4206,2016,30124,DEMACRO,DEL.SEC.SANTOANDR,01D.P.MAUA,DEMACRO,DEL.SEC.SANTOANDR,01D.P.MAUA,2016,6,C,Furtoqualificado(art.155_4o.),NULL,OUTROS,-23.67090484,-46.45694703,MAUA,RUARIOBRANCO,54,C,
1430112,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.2SUL,16D.P.VILACLEMENTINO,2016,10,C,Furto(art.155),NULL,OUTROS,-23.59819905,-46.64520056,S.PAULO,RUAPEDRODETOLEDO,844,C,
21425,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.SANTOANDR,02D.P.MAUA,2016,1,C,Furto(art.155),NULL,VEICULO,-23.67442317,-46.44720163,MAUA,RUABARTOLOMEUDEGUSMO,397,C,
415002,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.1CENTRO,04D.P.CONSOLAO,2016,3,C,Furto(art.155),NULL,INTERIORESTABELECIMENTO,-23.54705246,-46.65010978,S.PAULO,RUAMARIAANTONIA,140,C,
436902,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.6SANTOAMARO,47D.P.CAPAOREDONDO,2016,4,C,Roubo(art.157),NULL,TRANSEUNTE,-23.6575181,-46.78208798,S.PAULO,RUAALFREDOLORENZ,195,C,
846856,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.SANTOANDR,01D.P.MAUA,2016,7,C,Furto(art.155),NULL,VEICULO,-23.65299549,-46.49287206,MAUA,RUAMANOELDANBREGA,502,C,
1051670,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.3OESTE,07D.P.LAPA,2016,8,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.51443662,-46.70128426,S.PAULO,AvenidaMarquesdeSoVicente,3301,C,
1166,2016,20120,DECAP,DEL.SEC.4NORTE,20D.P.AGUAFRIA,DECAP,DEL.SEC.4NORTE,20D.P.AGUAFRIA,2016,1,C,Roubo(art.157),NULL,TRANSEUNTE,-23.44183413,-46.59413801,S.PAULO,AVENIDACORONELSEZEFREDOFAGUNDES,5000,C,
840713,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.3OESTE,07D.P.LAPA,2016,7,C,Furto(art.155),NULL,INTERIORESTABELECIMENTO,-23.52308185,-46.68787611,S.PAULO,RUAGUAICURUS,324,C,
3891,2016,20113,DECAP,DEL.SEC.4NORTE,13D.P.CASAVERDE,DECAP,DEL.SEC.4NORTE,28D.P.FREGUESIADOO,2016,4,C,Furtoqualificado(art.155_4o.),4o.Seocrimecometido:,INTERIORDEVEICULO,-23.50091476,-46.70670465,S.PAULO,AVENIDAGENERALEDGARFACO,730,C,
126,2016,20244,DECAP,DEL.SEC.8SAOMATEUS,44D.P.GUAIANAZES,DECAP,DEL.SEC.8SAOMATEUS,44D.P.GUAIANAZES,2016,1,C,Lesocorporal(art.129),NULL,NULL,NULL,NULL,S.PAULO,RUALUIZRUBINO,54,C,
1066952,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.4NORTE,74D.P.PARADATAIPAS,2016,8,C,Roubo(art.157),NULL,TRANSEUNTE,-23.44232334,-46.71317531,S.PAULO,RUAJOAOAMADOCOUTINHO,850,C,
1560052,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.7ITAQUERA,22D.P.SAOMIGUELPTA,2016,10,C,Furto(art.155),NULL,TRANSEUNTE,-23.49197668,-46.44477009,S.PAULO,AVENIDAMARECHALTITO,0,C,
1419107,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.GUARULHOS,01D.P.GUARULHOS,2016,11,C,Roubo(art.157),NULL,OUTROS,-23.45353622,-46.53456693,GUARULHOS,AVENIDAPAULOFACINI,0,C,
330635,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.1CENTRO,01D.P.SE,2016,3,C,Furto(art.155),NULL,TRANSEUNTE,-23.56191687,-46.63867064,S.PAULO,AVENIDADALIBERDADE,1000,C,
128291,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.DIADEMA,02D.P.DIADEMA,2016,1,C,Furto(art.155),NULL,TRANSEUNTE,-23.69806209,-46.59685328,DIADEMA,RUASOLEOPOLDO,60,C,
171558,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.3OESTE,15D.P.DR.LUC.HBEIGUELMAN,2016,2,C,Furto(art.155),NULL,TRANSEUNTE,-23.57565068,-46.6877534,S.PAULO,AVENIDABRIGADEIROFARIALIMA,919,C,
613819,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.2SUL,97D.P.AMERICANOPOLIS,2016,4,C,Furto(art.155),NULL,OUTROS,-23.66059215,-46.64629587,S.PAULO,AVENIDAJOAOMARIADEALMEIDA,265,C,
894096,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DEMACRO,DEL.SEC.GUARULHOS,01D.P.GUARULHOS,2016,7,C,Furto(art.155),NULL,INTERIORTRANSPORTECOLETIVO,-23.45820547,-46.53332344,GUARULHOS,AVENIDASALGADOFILHO,860,C,
949773,2016,900020,DIPOL-DEPTODEINTELIGENCIA,DELEGACIAELETRONICA,DELEGACIAELETRONICA,DECAP,DEL.SEC.5LESTE,10D.P.PENHADEFRANCA,2016,7,C,Roubo(art.157),NULL,TRANSEUNTE,-23.50473845,-46.5371061,S.PAULO,RUACATATEUS,1,C,
537,2017,10365,DECAP,DEL.SEC.4NORTE,90D.P.PQ.NOVOMUNDO,DECAP,DEL.SEC.4NORTE,90D.P.PQ.NOVOMUNDO,2016,10,C,Furto(art.155),NULL,INTERIORDEVEICULO,-23.5202673,-46.56384205,S.PAULO,TRAVESSAWALTERDEALMEIDA,9,C,
1707,2016,30418,DEMACRO,DEL.SEC.OSASCO,05D.P.OSASCO,DEMACRO,DEL.SEC.OSASCO,05D.P.OSASCO,2016,3,C,Roubo(art.157),caput.Subtraircoisamvelalheia_mediantegraveameaaouviolnciaapessoa,TRANSEUNTE,-23.52495651,-46.78659841,OSASCO,AVENIDAMARECHALRONDON,200,C,
14040,2016,170410,PRODESP,POLICIAMILITAR,POLICIAMILITAR,DECAP,DEL.SEC.3OESTE,23D.P.PERDIZES,2016,5,C,Furto(art.155),NULL,VEICULO,-23.54109367,-46.68414773,S.PAULO,RUAAIMBERE,1282,C,
655,2016,20113,DECAP,DEL.SEC.4NORTE,13D.P.CASAVERDE,DECAP,DEL.SEC.4NORTE,28D.P.FREGUESIADOO,2016,1,C,Roubo(art.157),NULL,RESIDENCIA,-23.49720191,-46.70102692,S.PAULO,RUABRENOCAVALHAES,175,C,
20523,2016,170410,PRODESP,POLICIAMILITAR,POLICIAMILITAR,DECAP,DEL.SEC.3OESTE,37D.P.CAMPOLIMPO,2016,7,C,Furto(art.155),NULL,OUTROS,-23.65609785,-46.76275709,S.PAULO,ESTRADADEITAPECERICA,0,C,
8507,2016,20249,DECAP,DEL.SEC.8SAOMATEUS,49D.P.SAOMATEUS,DECAP,DEL.SEC.8SAOMATEUS,49D.P.SAOMATEUS,2016,8,C,Roubo(art.157),NULL,VEICULO,-23.59972615,-46.48238645,S.PAULO,RUAVITORIOAZZALIN,430,C,
